Title,Latitude,Longitude,Power (kW),Connector Type,State,Address,Charger ID,Operator,Google Maps Navigation Link
Electric Spares & Service,8.592898,77.04358,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Electric Spares & Service, near SBI, puthukulangara, Nedumangad, Thiruvananthapuran, Kerala 695541",L1DC0155,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=8.592898,77.04358"
Bolt.Earth Station (695019) - L1DC0158,8.468997,77.005247,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"695019,Kerala",L1DC0158,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=8.468997,77.005247"
Bolt.Earth Station (695019) - L1DC0124,8.469067,77.00485,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"695019,Kerala",L1DC0124,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=8.469067,77.00485"
Best EV Charging Station,9.046038,76.53661,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Best EV Charging Station, Old NH, Karunagapally, 690518",L1DC0063,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.046038,76.53661"
Reneva Charging Station,9.081225,76.6731,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Reneva Charging Station,  MileNo.7 Convection Centre, Kadampanad, Kerala, 691553",L1DC0196,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.081225,76.6731"
Aditya Green Power Charging Station,9.180407,76.709086,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Aditya Green Power Charging Station, MC Road, 691554",L1DC0202,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.180407,76.709086"
Kottarakkara - Kottayam Road,9.208784,76.687993,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Kottarakkara - Kottayam Road,L1DC0134,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.208784,76.687993"
Artemis EV Supercharger Chunakara Naduvil Charummoodu Alappuzha District Kerala Pin 690534,9.198891,76.600164,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Artemis EV Supercharger Chunakara Naduvil Charummoodu Alappuzha District Kerala Pin 690534,L1DC0139,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.198891,76.600164"
Mannil Green Charging StationKayamkulam Thiruvalla Road Mavelikkara Alappuzha,9.283259,76.530729,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Mannil Green Charging StationKayamkulam Thiruvalla Road Mavelikkara Alappuzha, 690105",L1DC0166,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.283259,76.530729"
Alappuzha - Changanassery Hwy,9.43752,76.541957,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Alappuzha - Changanassery Hwy, Perunna, Changanassery, Kerala 686102",L1DC0076,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.43752,76.541957"
Chirayil Ultra Charging Station,9.529075,76.514735,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Chirayil Ultra Charging Station, MC Road, Pallom, Kottayam, 686007, Kerala, India",L1DC0092,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.529075,76.514735"
VPV6+6P2 Matha Shopping Arcade,9.892843,76.711836,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"VPV6+6P2 Matha Shopping Arcade, Pala Road, Thodupuzha, Kerala 685584, India",L1DC0075,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.892843,76.711836"
Thayil 2,9.699917,76.806848,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Thayil 2,3 & 4 wheeler DC Fast Charging Sation Teekoy 686580",L1DC0270,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.699917,76.806848"
Arunapuram,9.705243,76.663799,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Arunapuram,L1DC0011,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.705243,76.663799"
Chalikadavu Bridge,9.991904,76.588409,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Chalikadavu Bridge,L1DC0022,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.991904,76.588409"
SJRRA-158,9.997317,76.302118,3.3 kW,Type-6 DC Fast,Kerala,"SJRRA-158, Kaloor",L1DC0351,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.997317,76.302118"
Bolt.Earth Station (682017) - L1DC0077,9.997561,76.302032,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"682017,Kerala",L1DC0077,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.997561,76.302032"
MDS FELLOWSHIP,9.997381,76.302101,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"MDS FELLOWSHIP, JLN Stadium round Ernakulam 682025",L1DC0269,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.997381,76.302101"
Chalikkavattom,9.987289,76.316163,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Chalikkavattom, Vennala",L1DC0021,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.987289,76.316163"
simple Energy kochi,9.987355,76.315996,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"simple Energy kochi , vennala , kochi pin 682032",L1DC0132,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.987355,76.315996"
Service Road,9.960512,76.318138,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Service Road, Thykoodam, Vyttila",L1DC0183,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.960512,76.318138"
Bolt.Earth Station (688006) - L1DC0115,9.527352,76.348132,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"688006,Kerala",L1DC0115,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.527352,76.348132"
Bernad Junction Near Kalavoor,9.559344,76.328226,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Bernad Junction Near Kalavoor, Pathirappally P.O. Alappuzha District – 688521 Kerala, India",L1DC0046,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=9.559344,76.328226"
Prabha EV Charging Station Elarankadappuram,10.983371,75.870075,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Prabha EV Charging Station Elarankadappuram, Near govt hospital, Tanur, Malappuram, Kerala, 676302",L1DC0120,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.983371,75.870075"
IDBI BANK,10.921282,75.928256,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"IDBI BANK , PANBAZAR, MALAPPURAM ROAD,TIRUR MALAPPURAM,676101",L1DC0437,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.921282,75.928256"
Popular Textiles,10.72917,75.947262,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Popular Textiles, Veliancode Town, Veliancode, Kerala 679579",L1DC0032,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.72917,75.947262"
48CR+JGW,10.122071,76.341033,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"48CR+JGW, NH544, Thottakkattukara, Aluva, Kerala 683102, India",L1DC0262,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.122071,76.341033"
National Highway 544,10.121656,76.341278,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"National Highway 544, Thottakkattukara",L1DC0096,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.121656,76.341278"
Wisdom EV Charging Station Mekkad,10.166014,76.355025,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Wisdom EV Charging Station Mekkad, Athani, Angamaly Ernakulam, 683589 Kerala India",L1DC0204,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.166014,76.355025"
Athani Mekkad Elavoor Road,10.165975,76.354974,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Athani Mekkad Elavoor Road, Mekkad 683589",L1DC0127,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.165975,76.354974"
State Highway 16,10.087546,76.368086,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"State Highway 16, Edathala",L1DC0108,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.087546,76.368086"
Melekodakkad,10.976692,76.367719,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Melekodakkad, Palakkad- Kozhikode Road, Palakkad Pincode: 678521",L1DC0009,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.976692,76.367719"
Lakshmi_KRS Fast EV Charging Station,10.898122,76.395342,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Lakshmi_KRS Fast EV Charging Station, Near Boothathankotta Ayyappa Temple, Mannarkkad Road, Thiruvazhiyode,",L1DC0081,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.898122,76.395342"
Bolt.Earth Station (682030) - L1DC0176,10.021383,76.353937,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"682030,Kerala",L1DC0176,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.021383,76.353937"
Bolt.Earth Station (682030) - L1DC0542,10.021386,76.353909,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"682030,Kerala",L1DC0542,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.021386,76.353909"
19th Mile,10.770549,76.396379,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"19th Mile, SRK Nagar",L1DC0038,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.770549,76.396379"
Olive Courtyard Road,10.017404,76.363174,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Olive Courtyard Road,L1DC0066,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.017404,76.363174"
Punarjani gardens,10.710349,76.42867,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Punarjani gardens, Thiruvalamala, Kerala 680588",L1DC0156,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.710349,76.42867"
Punarjani gardens,10.710348,76.428678,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Punarjani gardens, Thiruvalamala, Kerala 680588",L1DC0149,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.710348,76.428678"
Punarjani gardens,10.710345,76.428607,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Punarjani gardens, Thiruvalamala, Kerala 680588",L1DC0154,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.710345,76.428607"
State Highway 1,10.171476,76.428375,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"State Highway 1, Mattoor",L1DC0493,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.171476,76.428375"
Pallikkara,10.028413,76.415321,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Pallikkara,L1DC0151,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.028413,76.415321"
Angamali - Cochin Airport Rd,10.185247,76.397512,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Angamali - Cochin Airport Rd, AJ Nagar, Angamaly, Nedumbassery, Kerala 683572",L1DC0458,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.185247,76.397512"
Bolt.Earth Station (683572) - L1DC0497,10.18526,76.397435,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"683572,Kerala",L1DC0497,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.18526,76.397435"
EV2 Wheels,10.196229,76.393114,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"EV2 Wheels, Shamrock plaza, Near SNDP junction, Angamaly manjapra road, 683572",L1DC0569,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.196229,76.393114"
Government Hospital,10.066866,76.618711,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Government Hospital, Thankalam",L1DC0099,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.066866,76.618711"
Amigo,10.583999,76.436162,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Amigo, Restaurant, Panthalampadam",L1DC0467,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.583999,76.436162"
Near,10.593588,76.583511,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Near, Avitis Hospital Road",L1DC0483,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.593588,76.583511"
Smart wheels Ambattupalayam,10.695146,76.72995,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Smart wheels Ambattupalayam,chittur thathamangalam palakkad kerala 678104",L1DC0125,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.695146,76.72995"
Smart wheels Ambattupalayam,10.695162,76.729977,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Smart wheels Ambattupalayam,chittur thathamangalam palakkad kerala 678104",L1DC0136,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.695162,76.729977"
Eltech wheel Alignment,10.01468,76.9486,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Eltech wheel Alignment, NH 49 Camco jn Adimaly",L1DC0051,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.01468,76.9486"
Peak Power,10.416626,76.15339,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Peak Power, Thripayyar, kerala-680564",L1DC0026,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.416626,76.15339"
Therattil House,10.541869,76.21324,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Therattil House, Opp. Rose gardens, Thiruvambadi P.O, Thrissur 680022, Kerala",L1DC0071,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.541869,76.21324"
Cheloor Citadel,10.531498,76.202115,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Cheloor Citadel, Punkunnam",L1DC0141,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.531498,76.202115"
:Anchorage Plaza Mundupalam Avenue Road  Thrissur  680006,10.511572,76.221228,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,:Anchorage Plaza Mundupalam Avenue Road  Thrissur  680006,L1DC0017,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.511572,76.221228"
AIMA EV charging station,10.887585,76.189845,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"AIMA EV charging station, karinganad, Chanthappadi, 679309",L1DC0020,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.887585,76.189845"
Karinganad,10.887544,76.189833,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Karinganad, Chanthappadi",L1DC0319,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.887544,76.189833"
Bolt.Earth Station (679322) - L1DC0001,10.943501,76.225297,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"679322,Kerala",L1DC0001,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.943501,76.225297"
Valambur Road,10.99118,76.183461,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Valambur Road, Tirurkad",L1DC0435,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.99118,76.183461"
X6G8+8XR,10.975651,76.217284,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"X6G8+8XR, Calicut Rd, Perinthalmanna, Kerala 679322, India",L1DC0438,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.975651,76.217284"
SAM CHARGING STATION,10.950084,76.162609,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"SAM CHARGING STATION, MALAPARAMBU, PALACHODU",L1DC0599,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.950084,76.162609"
Vk food cafe School padi Cherukulamba,10.996038,76.095696,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Vk food cafe School padi Cherukulamba, Chattiparamba",L1DC0004,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.996038,76.095696"
Baboos Triangle Charging Station,10.719782,76.07771,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Baboos Triangle Charging Station, Kallumpuram, Thrissur,Kerala, 680543",L1DC0052,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.719782,76.07771"
E-Fusion Charging Station Global Point Palakkad - Ponnani Rd,10.784095,76.006563,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"E-Fusion Charging Station Global Point Palakkad - Ponnani Rd, Edappal, Kerala, pincode: 679576",L1DC0065,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.784095,76.006563"
Bolt.Earth Station (679552) - L1DC0133,10.786822,76.070218,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"679552,Kerala",L1DC0133,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.786822,76.070218"
Shornur - Perinthalmanna Road,10.974951,76.225656,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Shornur - Perinthalmanna Road, Shanti Nagar",L1DC0119,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.974951,76.225656"
cherpussery,10.87851,76.311286,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"cherpussery,mocca parking,near samia textiles pincode: 679503",L1DC0198,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.87851,76.311286"
Christopher Nagar,10.488444,76.238184,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Christopher Nagar, ollur P O, Thrissur Infront of Hitachi ATM",L1DC0189,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.488444,76.238184"
Bolt.Earth Station (680014) - L1DC0047,10.493673,76.254093,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"680014,Kerala",L1DC0047,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.493673,76.254093"
Gupta House Kuttanellur Thrissur thrissur 680014,10.49366,76.254006,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Gupta House Kuttanellur Thrissur thrissur 680014,L1DC0311,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.49366,76.254006"
Plug&PayAnchery Near Anchery School,10.504793,76.240187,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Plug&PayAnchery Near Anchery School ,Opposit Anchery moospet Co operative Bank 680006",L1DC0188,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.504793,76.240187"
Thrissur Mannamangalam Road,10.511661,76.239362,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Thrissur Mannamangalam Road, Nellikunnu",L1DC0163,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.511661,76.239362"
Tessar Venture Ward No. 22,10.511648,76.239315,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Tessar Venture Ward No. 22, Door No. 351/1 Chelakkotukara Valarkavu Junction Thrissur Pin: 680006",L1DC0062,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.511648,76.239315"
Unnichira,10.028651,76.310996,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Unnichira, Koonamthai, Edappally",L1DC0056,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.028651,76.310996"
Kaalathodu Road,10.523981,76.246001,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Kaalathodu Road,Kalathode,Thrissur,Pincode: 680005",L1DC0109,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.523981,76.246001"
Kuttumuck - Nettissery Road,10.539658,76.253838,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Kuttumuck - Nettissery Road, Unity Nagar, Nettissery",L1DC0440,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.539658,76.253838"
Thrissur - Palghat Road,10.528871,76.255704,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Thrissur - Palghat Road, Sreyas Nagar, Ollukkara",L1DC0472,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.528871,76.255704"
Charge n chill Paliyam road Karimpadam Chendamangalam Pin 683513,10.165448,76.233144,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Charge n chill Paliyam road Karimpadam Chendamangalam Pin 683513,L1DC0089,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.165448,76.233144"
Kodungallur - Shornur Road,10.644274,76.236745,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Kodungallur - Shornur Road,L1DC0093,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.644274,76.236745"
SR power hub,10.644457,76.23716,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"SR power hub, pathamkallu wadakkanchery Thrissur Kerala 680582",L1DC0005,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.644457,76.23716"
H84F+P4M,10.556696,76.323294,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"H84F+P4M, NH 544, Pattikkad, Pananchery, Kerala 680652, India",L1DC0050,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.556696,76.323294"
MNRA/11,10.033987,76.325659,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"MNRA/11, Pipeline Rd, Maveli Nagar, Vidya Nagar Colony, Thrikkakara, Edappally, Kochi, Kerala 682022, India",L1DC0786,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.033987,76.325659"
Bolt.Earth Station (682030) - L1DC0721,10.012831,76.337535,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"682030,Kerala",L1DC0721,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.012831,76.337535"
Tramway,10.312246,76.336805,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"Tramway, Line, Attathode Junction, Chalakudy, Kerala 680307",L1DC0560,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=10.312246,76.336805"
88/3,11.268369,75.831183,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"88/3, Ummalathoor",L1DC0571,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.268369,75.831183"
Ummalathoor,11.268393,75.831171,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,Ummalathoor,L1DC0181,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.268393,75.831171"
SK VOLT HUB,11.268201,75.831184,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"SK VOLT HUB, KOVOOR , Chevayur (Po), Calicut -673017",L1DC0180,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.268201,75.831184"
K.T.para masjid,11.268343,75.831194,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,K.T.para masjid,L1DC0185,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.268343,75.831194"
VK BUILDING,11.327631,75.83826,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"VK BUILDING, PULLAATTUTHAZHAM, KURUVATTOOR, CALICUT - 673611",L1DC0431,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.327631,75.83826"
18/335,11.286121,75.8466,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"18/335, CWRDM Road, Palakottuvayal",L1DC0549,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.286121,75.8466"
18/335,11.286121,75.846656,3.3 kW,Type-6 DC Fast / Type-7 AC Dual,Kerala,"18/335, CWRDM Road, Palakottuvayal",L1DC0587,Bolt.Earth,"https://www.google.com/maps/dir/?api=1&destination=11.286121,75.846656"
